  -1.0600562e-01  -8.1467034e-02  -1.0000000e+00
   1.7792951e-01  -3.4595141e-01  -1.0000000e+00
   1.0216153e-01   7.1825825e-01   1.0000000e+00
   6.9407831e-01   6.2339743e-01  -1.0000000e+00
   2.3541068e-02   7.2743221e-01   1.0000000e+00
  -3.1972776e-01  -8.3411411e-01  -1.0000000e+00
  -1.8674372e-01   5.3887798e-01   1.0000000e+00
  -6.3696719e-01   1.5268485e-01   1.0000000e+00
  -4.7446260e-01   8.5434436e-01   1.0000000e+00
  -3.5627652e-02  -2.7158819e-01  -1.0000000e+00
  -1.4860269e-01   1.6176177e-01  -1.0000000e+00
  -1.8065154e-01  -1.2873906e-01  -1.0000000e+00
  -6.0241113e-01   9.2550746e-01   1.0000000e+00
   6.9808093e-01   7.9474170e-01  -1.0000000e+00
   8.8150888e-01  -2.0124822e-01   1.0000000e+00
  -9.2384936e-01   3.8662506e-01   1.0000000e+00
  -7.6571338e-01  -1.1281293e-02   1.0000000e+00
   1.3559198e-01   3.1705057e-02  -1.0000000e+00
  -1.5515148e-01  -3.3141997e-01  -1.0000000e+00
   4.8517476e-01   2.9903104e-01  -1.0000000e+00
  -6.0290010e-01   3.3323420e-01   1.0000000e+00
  -5.7285816e-01   8.2835226e-01   1.0000000e+00
  -6.3539998e-01  -4.7456571e-01  -1.0000000e+00
   9.0931654e-01  -7.8488922e-01   1.0000000e+00
   2.5210516e-01  -8.9393713e-01   1.0000000e+00
  -5.1763422e-01   9.6044364e-01   1.0000000e+00
  -3.8587212e-01  -3.1786995e-01  -1.0000000e+00
   8.2316659e-01  -1.2779654e-01   1.0000000e+00
   8.2248638e-01  -8.7684295e-01   1.0000000e+00
  -5.0366208e-01   9.8027386e-01   1.0000000e+00
   5.3387369e-01   8.2123374e-01  -1.0000000e+00
  -8.9497008e-01  -2.4011485e-01   1.0000000e+00
   3.4287096e-01   4.7497683e-01  -1.0000000e+00
   7.0928861e-01   5.6220681e-01  -1.0000000e+00
  -1.0004317e+00   6.0457567e-02   1.0000000e+00
   5.2428439e-01   7.3519522e-01  -1.0000000e+00
  -5.6033040e-01   7.5583819e-01   1.0000000e+00
   6.9752202e-01  -6.7198955e-01   1.0000000e+00
   4.9042314e-01   7.8508662e-01  -1.0000000e+00
  -3.2677396e-01   3.4337193e-01   1.0000000e+00
  -2.9342093e-03  -4.1518173e-01  -1.0000000e+00
  -6.3123891e-01   3.5263395e-01   1.0000000e+00
   9.1388134e-01   5.9305320e-01  -1.0000000e+00
   2.1828280e-01   3.9683537e-02  -1.0000000e+00
  -6.1618517e-01  -8.8657924e-01  -1.0000000e+00
  -5.2852914e-01   2.8690210e-02   1.0000000e+00
  -4.0652261e-01   1.0451480e+00   1.0000000e+00
  -2.2979506e-01   7.1425065e-02  -1.0000000e+00
  -5.0212113e-01   8.3373782e-01   1.0000000e+00
  -5.0808021e-01   7.9326965e-01   1.0000000e+00
  -7.9067809e-01   1.8780315e-01   1.0000000e+00
  -3.8251119e-01   8.2474204e-01   1.0000000e+00
