1.000000000000000000e+00 3.150000000000000000e+02 8.100000000000000000e+01 7.000000000000000000e+00 2.400000000000000000e+01 3.800000000000000000e+01 3.900000000000000000e+01 1.400000000000000000e+01 3.449000000000000000e+03 8.350000000000000000e+02 6.900000000000000000e+01 3.210000000000000000e+02 4.140000000000000000e+02 3.750000000000000000e+02 1.000000000000000000e+00 1.000000000000000000e+00 6.320000000000000000e+02 4.300000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+00 4.750000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 4.790000000000000000e+02 1.300000000000000000e+02 1.800000000000000000e+01 6.600000000000000000e+01 7.200000000000000000e+01 7.600000000000000000e+01 3.000000000000000000e+00 1.624000000000000000e+03 4.570000000000000000e+02 6.300000000000000000e+01 2.240000000000000000e+02 2.660000000000000000e+02 2.630000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 8.800000000000000000e+02 8.200000000000000000e+01 1.400000000000000000e+01 0.000000000000000000e+00 4.800000000000000000e+02 1.000000000000000000e+00
1.000000000000000000e+00 4.960000000000000000e+02 1.410000000000000000e+02 2.000000000000000000e+01 6.500000000000000000e+01 7.800000000000000000e+01 3.700000000000000000e+01 1.100000000000000000e+01 5.628000000000000000e+03 1.575000000000000000e+03 2.250000000000000000e+02 8.280000000000000000e+02 8.380000000000000000e+02 3.540000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+02 1.100000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 3.210000000000000000e+02 8.700000000000000000e+01 1.000000000000000000e+01 3.900000000000000000e+01 4.200000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 3.960000000000000000e+02 1.010000000000000000e+02 1.200000000000000000e+01 4.800000000000000000e+01 4.600000000000000000e+01 3.300000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 8.050000000000000000e+02 4.000000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+00 9.150000000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+00 5.940000000000000000e+02 1.690000000000000000e+02 4.000000000000000000e+00 7.400000000000000000e+01 5.100000000000000000e+01 3.500000000000000000e+01 1.100000000000000000e+01 4.408000000000000000e+03 1.133000000000000000e+03 1.900000000000000000e+01 5.010000000000000000e+02 3.360000000000000000e+02 1.940000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 2.820000000000000000e+02 4.210000000000000000e+02 2.500000000000000000e+01 0.000000000000000000e+00 7.500000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 1.850000000000000000e+02 3.700000000000000000e+01 1.000000000000000000e+00 2.300000000000000000e+01 8.000000000000000000e+00 2.100000000000000000e+01 2.000000000000000000e+00 2.140000000000000000e+02 4.200000000000000000e+01 1.000000000000000000e+00 3.000000000000000000e+01 9.000000000000000000e+00 2.400000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 7.600000000000000000e+01 1.270000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+01 1.000000000000000000e+00
1.000000000000000000e+00 2.980000000000000000e+02 7.300000000000000000e+01 0.000000000000000000e+00 2.400000000000000000e+01 2.400000000000000000e+01 7.000000000000000000e+00 3.000000000000000000e+00 5.090000000000000000e+02 1.080000000000000000e+02 0.000000000000000000e+00 4.100000000000000000e+01 3.700000000000000000e+01 1.200000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 1.210000000000000000e+02 2.830000000000000000e+02 9.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 3.230000000000000000e+02 8.100000000000000000e+01 6.000000000000000000e+00 2.600000000000000000e+01 3.200000000000000000e+01 8.000000000000000000e+00 2.000000000000000000e+00 3.410000000000000000e+02 8.600000000000000000e+01 6.000000000000000000e+00 3.200000000000000000e+01 3.400000000000000000e+01 8.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.430000000000000000e+02 2.900000000000000000e+02 1.900000000000000000e+01 1.000000000000000000e+00 7.500000000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+00 4.010000000000000000e+02 9.200000000000000000e+01 1.700000000000000000e+01 4.900000000000000000e+01 6.600000000000000000e+01 6.500000000000000000e+01 1.300000000000000000e+01 5.206000000000000000e+03 1.332000000000000000e+03 2.530000000000000000e+02 7.840000000000000000e+02 8.900000000000000000e+02 8.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.100000000000000000e+03 0.000000000000000000e+00
1.000000000000000000e+00 5.740000000000000000e+02 1.590000000000000000e+02 2.100000000000000000e+01 1.070000000000000000e+02 7.500000000000000000e+01 5.900000000000000000e+01 1.000000000000000000e+01 4.631000000000000000e+03 1.300000000000000000e+03 9.000000000000000000e+01 7.020000000000000000e+02 5.040000000000000000e+02 4.880000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.380000000000000000e+02 4.450000000000000000e+02 2.200000000000000000e+01 0.000000000000000000e+00 5.171430000000000291e+02 1.000000000000000000e+00
